start	end	text
896.56	901.6	 Do I need to configure the tenant before the VRF, which is kind of obvious, right? But there are
901.6	909.2	 other relations which are not that obvious. Now, a more concrete example.
912.08	917.28	 Everyone familiar with ACI knows that when you add a new node to ACI, there are certain
917.28	923.04	 configurations that you need to apply. I mean, first of all, you need to register the node itself,
923.04	928.72	 right? You need to tell the EP controller which node, which serial number potentially do you want
928.72	934.9599999999999	 to register, and what is the role of that particular node. But then there are a bunch of other
934.9599999999999	939.92	 configurations in all kind of different places in the UI that you would typically need to apply,
939.92	946.4	 right? Think of an out-of-band management IP address that's not configured where you actually
946.4	952.24	 apply or register the node. That's configured in the management tenant. Or if you want to apply
952.24	958.16	 something like a fabric policy group or fabric policy configuration, again, that's a completely
958.16	963.68	 different place in the UI. Not only the UI, even the object tree and the object configuration.
965.92	972.0799999999999	 So the way we approach this with Nexus S Code is that every configuration that is being applied at
972.08	977.2	 the node level is being grouped into a single section, right? So what you can see on the right
977.2	982.24	 hand side is a list of nodes and all the configuration that is typically being applied at the node level.
985.36	990.64	 Now let me briefly explain why this makes a difference. Let's assume we want to add a new
990.64	996.1600000000001	 node to our environment. We install a new leaf, right? And we want to apply the according
996.16	1002.3199999999999	 configuration to that leaf. Now what this means with Nexus S Code is we simply take the existing
1002.3199999999999	1008.48	 configuration, like the configuration we have for this node 101 as an example, and it becomes a
1008.48	1014.8	 simple copy-paste exercise. And then we're just updating the relevant values like IP addresses,
1014.8	1020.16	 serial number, node IDs, et cetera. That's it, right? We don't need to jump between different
1020.16	1024.8	 places in the UI. We don't need to jump between different configuration sections, et cetera.
1025.76	1031.52	 So that's one of the concepts we try to follow with Nexus S Code. We're always having, again,
1031.52	1037.6	 I said I'm working in professional services. So I'm facing the exact same challenges with
1037.6	1044.1599999999999	 ECI as you are, right? So this is being built with operations in mind. We want to make sure that
1044.1599999999999	1049.52	 this is not a one-off thing to configure ECI, configure and forget. This is really meant to
1049.52	1056.6399999999999	 operate a full ECI environment. Let me give you another example.
1058.32	1062.24	 I guess you're familiar with access policy configuration when it comes to configuring
1062.24	1070.32	 interfaces, server-facing interfaces. If you do this from scratch, it can be quite complicated
1070.32	1075.84	 and tedious. And it's not only that. There are a bunch of different ways of how this can be done.
1076.8	1082.3999999999999	 Think of all the profiles and selectors, how you set them up initially, how you connect them to each
1082.3999999999999	1089.9199999999998	 other. Now, we want to abstract this away from you, right? There are certain best practices that we
1089.9199999999998	1095.6799999999998	 learned as professional services when we've been deploying some of the largest ECI deployments.
1097.28	1103.9199999999998	 We don't want everyone to deal with understanding what is the best practice to configure those
1103.92	1111.04	 access policies, right? What is important for you is provide data in terms of which interface
1111.04	1118.72	 do you want to configure how, which effectively means define the physical interface and apply
1118.72	1124.3200000000002	 a corresponding interface policy group or configuration template, in other words, to it.
1124.3200000000002	1129.52	 Everything else shouldn't be of concern to you, right? And that's how this is being dealt with
1129.52	1133.36	 in Nexus code. You just provide a list, as you can see on the right-hand side,
1134.0	1138.96	 which interface is supposed to be used for what, and all the underlying objects,
1138.96	1143.6	 like the profiles, selectors, et cetera, are being managed by Nexus code.
1148.32	1153.6	 All right. So these have been two examples of how a certain part of the configuration looks like,
1153.6	1159.84	 right? Now, let's take a look at a simple example where we have a very simple tenant
1159.84	1165.6	 configuration, and I will walk you through how this tenant configuration can be applied to an
1165.6	1173.4399999999998	 ACI environment. I'm using Visual Studio Code in this demonstration, right? In this case,
1173.4399999999998	1179.6799999999998	 I'm using a prerecorded video just in order to allow me to talk and explain things while this
1179.68	1184.8	 video is playing, right? So what you see here, and I'll open this on the left-hand side,
1184.8	1189.68	 is a single file that describes a very simple tenant configuration. So a tenant with a few
1189.68	1195.1200000000001	 bridge domains, a few VLANs. That's it. Now, consider this a greenfield environment. So
1195.1200000000001	1200.24	 there's nothing deployed in ACI yet. So what we will do next, we'll go to the command line and
1200.24	1206.96	 just type terraform apply. Now, what this does, and let me just briefly pause here.
1207.92	1214.0	 What this does is now create that terraform plan, which as we said before is a dry run. So it gives
1214.0	1220.96	 you a list of operations that terraform would now apply to the, would is important, would apply to
1220.96	1227.28	 the infrastructure in order to apply the desired state to the ACI environment, right? So what this
1227.28	1232.88	 comes down to is a list of objects, because that's how the configuration ACI is built, a list of
1232.96	1242.64	 objects that terraform would push to ACI. Now, we can review this. Someone who has a good knowledge
1242.64	1250.4	 of ACI can verify that this is really in line with our intended change. And it then asks the
1250.4	1254.0800000000002	 question of whether we want to apply that configuration, which is what we are doing here,
1254.0800000000002	1259.2800000000002	 right? We are typing yes, which is nothing more than giving the green light to deploying the
1259.28	1264.16	 actual configuration. And if we go to the APIC, we can see that all the objects that we have
1264.16	1270.6399999999999	 previously defined in the YAML file are now deployed in the ACI or on the APIC controller, right?
1273.68	1280.3999999999999	 Now, what we will do next is we'll go to one of those objects, more specifically an EPG that
1280.3999999999999	1286.08	 has been configured by terraform. And what we'll do here is we'll change a specific setting, right?
1286.08	1291.28	 So there is this preferred group membership attribute that can be configured. We're going
1291.28	1296.8799999999999	 to change that from exclude to include. So we are basically applying an out of band change.
1297.76	1303.4399999999998	 And we are running terraform apply again. And what terraform notices at this point is that
1304.0	1309.1999999999998	 apparently there has been a change outside of terraform. So it understands that this specific
1309.2	1316.72	 setting of an EPG that is managed by terraform has changed. And it would now reconciled, meaning go
1316.72	1321.8400000000001	 back to the desired configuration for this specific attribute, right? So that's what we see in the
1321.8400000000001	1327.68	 plan output here. So we would go from include back to exclude because that's what we have in our
1328.96	1330.0	 terraform configuration.
1330.0	1338.0	 Now, an important aspect, and that's again, that goes back to how we build or how we intended to build
1338.0	1345.52	 Nexus code in the first place. We want to make sure that you only need to provide the data, which is what you see on the left hand side.
1346.0	1351.36	 And the terraform configuration that you need, I mean, you need some terraform configuration, obviously,
1351.36	1359.36	 to make use of terraform. So we want to make sure that you only need to provide the data, which is what you see on the left hand side.
1359.9199999999998	1365.6799999999998	 But that configuration should really be minimal and completely static, which is what you see on the right hand side.
1365.6799999999998	1371.28	 And this is not shortened in any way. This is really those, I don't know, 10 lines of terraform configuration.
1371.28	1377.9199999999998	 This is everything that you need, right? And as I said, this is completely static. You don't need to touch that.
1377.9199999999998	1382.7199999999998	 The only thing that you would modify is essentially the YAML files that you would see on the left hand side.
1384.08	1386.0	 And this is an important aspect, right? Because
1386.0	1394.0	 if you want to run this in a production environment, you want to make sure that the code and the actual data is being managed separately, right?
1394.0	1398.0	 The data is something that the network operator is potentially updating on a daily basis.
1398.0	1404.0	 The code shouldn't, right? The code should remain static, should be tested thoroughly.
1404.0	1408.0	 There should be a release lifecycle, etc.
1408.0	1412.0	 Now, let's maybe look a bit under the hood in terms of how Nexus S Code works.
1412.0	1418.0	 So as we've seen before, we essentially expose Nexus S Code as a single terraform module.
1418.0	1426.0	 So instead of you having to write all the terraform code, you just need to call that single module and provide those YAML files as input.
1426.0	1434.0	 Now, under the hood, there are certain abstractions where we essentially need to translate the code into a single terraform module.
1434.0	1446.0	 Under the hood, there are certain abstractions where we essentially need to translate the input from your YAML files into the respective ECI objects that we eventually need to push to the ECI infrastructure.
1446.0	1450.0	 And that's where all the logic and all the complexity lies.
1450.0	1462.0	 But the idea is that's something that we want to maintain in a single place and every one of you to be able to consume without worrying about testing this on a continuous basis.
1464.0	1470.0	 So the blue boxes that you see here, these are what are typically objects in ECI, right?
1470.0	1479.0	 So if we take an EPG as an example, there is obviously the EPG object itself, but then there are a bunch of child objects that you would typically manage as well.
1479.0	1485.0	 Things like the domain association or things potentially subnets that are configured under the EPG.
1486.0	1495.0	 Now, the way this is handled in Nexus S Code is that we essentially, first of all, build a bunch of modules to first of all abstract and simplify that configuration.
1495.0	1505.0	 But it goes a step further, as we've seen before, because we don't want you to deal with multiple modules and potential dependencies between those.
1505.0	1509.0	 We again take those modules, and these are like 100 plus modules.
1509.0	1515.0	 We take those modules and again abstract them and combine them into a single module, as we've seen before.
1516.0	1523.0	 Within Nexus S Code, we make use of something called configuration areas.
1525.0	1528.0	 It's not necessarily an all or nothing approach.
1528.0	1534.0	 It means it doesn't mean Nexus S Code needs to manage your full ECI configuration no matter what.
1534.0	1542.0	 You can use Nexus S Code in a way that you can say, I just want to manage that single tenant initially with Nexus S Code.
1542.0	1549.0	 But all the access policies and fabric policies configuration, that's maybe still maintained manually or through some other automation.
1551.0	1559.0	 So we introduce those kind of configuration areas or six type of configuration areas, which are the ones that are listed on the top.
1559.0	1566.0	 And you can individually enable and disable them, depending on how much of the ECI configuration you want to manage with Nexus S Code.
1572.0	1577.0	 Now, assuming you want to use Nexus S Code with a full scale configuration, right?
1577.0	1584.0	 Think of hundreds of tenants, potentially hundreds of leaves being deployed in a single fabric.
1584.0	1590.0	 You don't necessarily want to put all that definition or YAML text into a single file, right?
1590.0	1595.0	 Having a single file with 10,000s of lines of text is difficult to manage.
1596.0	1600.0	 So you want to split that configuration into manageable pieces.
1600.0	1606.0	 And the way we approach this, we want to provide you full freedom in terms of how you can do this.
1608.0	1611.0	 And it very much depends on the actual deployment, right?
1611.0	1619.0	 So in an SP environment where you potentially have hundreds of tenants, it might make sense to manage each tenant individually in a single YAML file, right?
1621.0	1625.0	 There might also be cases where you have a lot of configuration in a single tenant.
1625.0	1628.0	 So you might necessarily want to have that all in a single file.
1628.0	1631.0	 So you can split this further into individual files.
1632.0	1638.0	 The whole idea is we don't want to dictate how this structure or how you structure your YAML files.
1638.0	1642.0	 Nexus Code actually doesn't care how many YAML files you provide, right?
1643.0	1651.0	 What Nexus Code does internally is essentially takes all the YAML files that you provided, combines that into a single data structure,
1651.0	1655.0	 and that's what Nexus Code then uses going forward, right?
1655.0	1665.0	 So whether your configuration is split into 1,000 YAML files or everything is included into a free file, it doesn't really matter to Nexus Code.
1665.0	1669.0	 Let me provide you an example how that merge works, right?
1670.0	1676.0	 So as I said before, you might be in a situation where a lot of configuration is applied within a single tenant.
1677.0	1682.0	 Now you might want to divide that configuration further into, as I said before, manageable pieces.
1682.0	1684.0	 Now how can this be done?
1685.0	1689.0	 You can, for example, divide the configuration into a single file, right?
1689.0	1697.0	 So we can have a tenant, a single tenant called brought, and within that tenant we have a service deployed for management purposes, right?
1697.0	1701.0	 Which consists of a VRF and a bunch of other objects associated to that VRF.
1702.0	1705.0	 So you can divide that configuration into multiple pieces.
1706.0	1709.0	 So you can divide that configuration into multiple pieces.
1710.0	1713.0	 So you can divide that configuration into multiple pieces.
1713.0	1715.0	 And as I said, you might want to manage for management purposes, right?
1717.0	1720.0	 Which consists of a VRF and a bunch of other objects associated to that VRF.
1720.0	1733.0	 So we can manage that single service in a single YAML file, but then within that very same tenant, we can have another service like an HR service as an example.
1733.0	1736.0	 But you want to manage that in a completely different YAML file.
1736.0	1740.0	 That might be due to different administrative domains, right?
1740.0	1743.0	 Different people managing different parts of the configuration.
1743.0	1747.0	 But that might also be simply due to the fact that we want to ease
1747.0	1749.0	 maintenance of the actual configuration.
1755.0	1759.0	 Now, in some cases, you have to deal with sensitive information.
1761.0	1764.0	 If you think of a full ECI configuration,
1764.0	1769.0	 you might want to configure something like BGP passwords, right?
1769.0	1772.0	 And you might not want to include that sensitive information
1772.0	1775.0	 in clear text in your YAML files,
1775.0	1779.0	 because that effectively means everyone who has access to those YAML files
1779.0	1782.0	 can immediately see those values.
1783.0	1786.0	 So the way we can deal with this in Nexus S Code is
1786.0	1790.0	 we can work with so-called placeholders.
1790.0	1795.0	 And we essentially use placeholders for or make use of environment variables.
1795.0	1799.0	 So instead of putting the actual value in the YAML file,
1799.0	1803.0	 we can put a reference there to an environment variable.
1804.0	1809.0	 And during runtime, we evaluate the value of this environment variable
1809.0	1812.0	 and dynamically insert it into the configuration accordingly.
1812.0	1816.0	 Now, this is typically how you deal with secrets in a CI-CD environment
1816.0	1819.0	 or CI-CD platform, right?
1819.0	1823.0	 So to give you an example, a CI-CD environment like GitHub
1823.0	1825.0	 or GitLab would be another example.
1825.0	1830.0	 Jenkins typically provides some way of storing secrets.
1831.0	1836.0	 So it allows you to define those secrets,
1837.0	1840.0	 store them, confidentialize them,
1840.0	1843.0	 store them confidentially,
1843.0	1848.0	 and dynamically insert or inject them during runtime.
1848.0	1850.0	 So whenever you run the code,
1850.0	1853.0	 essentially the Terraform apply operation,
1854.0	1860.0	 the CI-CD platform will take the value configured for the specific secret
1860.0	1864.0	 and essentially create an environment variable with that value.
1864.0	1867.0	 And Nexus S Code will take the value and insert it dynamically
1867.0	1870.0	 instead of that placeholder that we see, right?
1870.0	1872.0	 So this is how it looks at runtime.
1873.0	1877.0	 So in this way, we don't need to expose this sensitive information
1877.0	1878.0	 directly in those YAML files,
1878.0	1882.0	 but instead can dynamically inject that during runtime.
1890.0	1893.0	 Now you've seen that simple configuration for a tenant,
1893.0	1895.0	 a few bridge domains, EPGs.
1897.0	1901.0	 Now imagine you want to configure something more complex in L3R.
1901.0	1903.0	 There is so much you can configure on L3R,
1903.0	1906.0	 whether it's different routing protocols, et cetera.
1906.0	1908.0	 So where do you go if you want to understand
1908.0	1914.0	 how does Nexus S Code expect that data or YAML files to look like?
1915.0	1917.0	 This is the place to go, right?
1917.0	1920.0	 So cisco.com slash go slash Nexus S Code.
1920.0	1926.0	 This will essentially take you to a Cisco DefNet page hosted on cisco.com.
1926.0	1930.0	 And it will have all the reference documentation of all the possible objects,
1930.0	1935.0	 all the possible attributes that you can configure for or within Nexus S Code.
1935.0	1939.0	 And it's not only that, it's a reference documentation,
1939.0	1942.0	 but it also provides you readily usable examples
1942.0	1946.0	 that you can simply take, copy, paste into your configuration, adapt, and use.
1947.0	1950.0	 On top of that, it's not only a reference documentation,
1950.0	1955.0	 but it also provides, as I said before, examples,
1955.0	1960.0	 but also step-by-step tutorials on how to get started with Nexus S Code.
1960.0	1963.0	 So if you want to learn more, go to that link.
1963.0	1966.0	 It's also included at the very end of the presentation.
1966.0	1970.0	 This has all the relevant documentation that exists for Nexus S Code.
1972.0	1980.0	 Now, something we've been working on recently is also making the user
1980.0	1984.0	 or improving the user experience around maintaining those YAML files.
1984.0	1987.0	 So we've developed an integration with Visual Studio Code
1987.0	1991.0	 that essentially allows you or provides you things like tooltips.
1991.0	1994.0	 You begin start typing T-E-N,
1994.0	1998.0	 and it suggests that there is a tenant's object that you can configure.
1998.0	2002.0	 And not only that, it also lists all the possible values
2002.0	2004.0	 that you can configure within a tenant.
2004.0	2006.0	 I'm not sure why it's not...
2010.0	2011.0	 Okay.
2015.0	2018.0	 It also offers things like auto-completion, right?
2018.0	2022.0	 For example, as we will see next, we're going to configure a bridge domain,
2022.0	2024.0	 and as we auto-complete the bridge domain,
2024.0	2028.0	 it immediately tells us that you need to configure a name and a VRF.
2030.0	2032.0	 It also does validation as you type,
2032.0	2036.0	 meaning if you provide a value that is out of range,
2036.0	2040.0	 it will immediately tell you that there is an error in the configuration,
2040.0	2043.0	 and you can fix the error right away, right?
2045.0	2047.0	 Now, what do you need for this?
2048.0	2051.0	 You need Visual Studio Code, obviously.
2051.0	2055.0	 You need to install a single extension, which is the YAML extension,
2055.0	2058.0	 and you need to name your files accordingly,
2058.0	2063.0	 which is the .nac.yaml extension.
2063.0	2065.0	 Once you have that extension,
2065.0	2069.0	 Visual Studio Code understands that this is supposed to be configured
2069.0	2072.0	 according to the Nexus Code data model
2072.0	2077.0	 and immediately runs those validations against your data as you type, right?
2086.0	2089.0	 Coming back to using this in production,
2089.0	2095.0	 for obvious reasons, you want to keep your configuration as lean as possible,
2096.0	2098.0	 because whenever you repeat something,
2098.0	2104.0	 that's a possible place where you can introduce errors.
2104.0	2106.0	 You want to avoid that.
2107.0	2111.0	 So, within Nexus Code, there's a concept of default values.
2112.0	2115.0	 We try to provide default values,
2115.0	2118.0	 meaningful default values, as much as possible, right?
2118.0	2123.0	 But in some cases, a default value that works for one deployment
2123.0	2126.0	 isn't necessarily the best choice for another deployment.
2127.0	2128.0	 And let me give you an example.
2128.0	2131.0	 If you configure a bridge domain in ACI,
2132.0	2135.0	 that bridge domain by default has Unicast routing enabled,
2135.0	2140.0	 because likely the majority of customers use this ACI as a layer-free fabric,
2140.0	2143.0	 which makes perfect sense, right?
2143.0	2147.0	 But assume you're using ACI just as a layer-2 fabric,
2147.0	2152.0	 you would need to disable Unicast routing on each and every bridge domain, right?
2152.0	2156.0	 So, for obvious reasons, we don't want to do this for each and every bridge domain
2156.0	2158.0	 that we configure in Nexus Code.
2158.0	2162.0	 So, what we can do instead is we can actually modify that default value,
2162.0	2164.0	 set Unicast routing to false,
2164.0	2167.0	 which essentially means that we don't need to repeat that configuration
2167.0	2171.0	 for each and every object that we have, bridge domain, as an example.
