start	end	text
267.04	269.64	 I'm pretty sure everybody here is very familiar with it.
269.76	271.5	 You've heard the terminology about it.
271.62	275.64	 At the end of the day, its origins comes back from these in Linux.
275.96	284.86	 Its focus has been in automation to help provision and accelerate changes to Linux networks.
285.0	288.62	 So configuring things inside of boxes like Nginx or HTTP.
289.18	295.72	 What we've done in the side of the Cisco community now is start leveraging Ansible as a mechanism
295.72	298.7	 for us to configure network devices.
298.88	301.42	 And one of those is ACI.
301.68	308.3	 And ACI, of course, has the advantage of it being a very, very programmatic enabled environment
308.98	310.78	 because of its RESTful API.
311.76	317.5	 So a couple of the important aspects of it is that it is an agentless system.
318.66	325.06	 And all the connections and program is going to happen directly from your computer that
325.06	325.7	 you're using today.
325.7	325.7	
325.7	325.7	
325.7	327.56	 So you can use it to talk to the ACI fabric.
328.06	328.26	 OK?
331.3	337.52	 The other part that I wanted to kind of key into, because I think this is important, and
337.52	340.72	 I want to mention something because this is something I saw actually today.
342.48	346.4	 In the breakfast with the other speakers, I sat at a table with a group of speakers
346.4	350.4	 just like, no, attendees just like yourself, and talking a little about this.
350.48	352.38	 And I think there's a challenge, right, that you all face.
352.48	355.34	 They ask you to automate, automate, automate.
355.58	355.68	 And I think that's a challenge.
355.68	355.68	
356.44	361.98	 And at the same time, it's like, no BGP, no OSBF, VXLan, VPN.
363.6	364.96	 The plate is huge.
365.44	370.48	 And a programmer can focus purely on programming, but that network engineer has to focus on
370.48	372.72	 the outcome, which is to have a network that's operational.
373.76	380.64	 And for us, the advantage of Ansible for you is it takes away the need of learning to code.
381.56	385.66	 All that you're going to need to learn is a little bit about data science.
385.66	385.66	
385.66	385.66	
385.66	385.66	
385.66	385.66	
385.66	385.66	
385.66	385.66	
385.66	385.66	
385.66	385.66	
385.66	385.66	
385.66	385.66	
385.66	385.66	
385.66	385.66	
385.66	385.66	
385.66	385.66	
385.68	385.9	 And that's the key.
385.9	385.9	
387.46	391.76	 And that is kind of the very key and good elements that we have in regards to utilizing
391.76	395.98	 Ansible or Terraform, for that matter, to do the job.
397.4	399.14	 So what makes up Ansible?
401.72	404.0	 Well, the cool thing about it is you can run it almost anywhere.
404.2	404.68	 I know.
405.21999999999997	406.68	 His laptop has been running it.
406.72	407.88	 My laptop has been running it.
407.92	409.18	 We have servers that run it.
409.18	409.7	 We're on everywhere.
410.1	412.32	 But there's many different structures that make it possible.
412.5	415.66	 So you can run it from right out of the automation platform, which is the most optimal way to
415.66	416.62	 do it.
416.78	421.36	 A lot of capabilities that Red Hat has built into to make you execute it.
421.62	425.68	 Again, all the way down, if you want to go upstream for that, is AWX, which is the open
425.68	427.48	 source version of Red Hat AP.
428.78	430.38	 All the way down to your machine.
430.68	435.14	 The one area that I would say is going to be Windows.
436.72	440.2	 Personally, I would just fire up a virtual machine with Linux and run it inside instead
440.2	445.64	 of trying to deal with that virtualization that Windows created for their platform.
445.64	445.64	
445.64	445.64	
447.68	452.6	 So what goes on top of that is Ansible's core elements.
454.42	463.22	 As you see in this, it'll be as a foundation, a Python environment that will have in itself
463.90000000000003	470.14	 the core and then the modules that are part of the collection system.
470.42	471.54	 And I'm going to go a little bit into that.
472.94	475.64	 What you do after that, or you layer on top of that, is what you call the core.
475.64	475.64	
475.64	479.14	 This is what you want, the intent of how you want to put the network together.
480.42	482.32	 This is a part that you work with.
482.82	486.04	 The other stuff, somebody else coded for you.
486.78	491.94	 You don't need to know about how to do a request library or something to the REST interface.
492.1	492.46	 You don't.
492.46	495.56	 You specify things, what you want in this layer.
496.46	499.58	 And then the last part of what's needed is, of course, the targets.
499.72	503.34	 This is going to be your 14 ACI Fab or 16 ACI Fab.
503.4	505.44	 Whatever you have is the capability to do.
505.54	505.62	 So that's the core.
506.18	506.68	 Okay?
507.16	509.74	 So installing Ansible.
510.9	512.96	 This is the first question I imagine everybody has.
513.06	514.54	 How do I install Ansible?
516.66	518.0	 You can buy it from Red Hat.
519.1	523.74	 You can get it directly from the Internet through the open source community in PyPy.
524.3	526.2	 It's very simple to install.
527.66	528.16	 Okay?
528.7	529.94	 There's nothing much to it.
531.44	533.64	 But as everything, there's a but.
534.44	535.62	 To do it correctly.
535.62	539.76	 You definitely do not want to skip on some of these nuances there.
539.88	543.88	 The first thing that we talk about here is the use of virtual environments.
544.06	550.14	 Now, I could spend the next hour and a half talking about virtual environments and how
550.14	551.18	 to get it set up correctly.
552.04	555.56	 But I'm pretty sure you guys would be like, hey, I want to know how this works with ACI.
555.88	562.9	 But if you download the slide where the next slide after this does include an explanation
562.9	564.14	 of how to use Pyenv.
564.68	565.16	 Okay?
565.16	565.48	 Okay.
565.48	567.96	 So I'm going to show you a recommended way that I have for you guys to do it because
567.96	573.54	 you get two things with that, a virtual environment for Ansible and also the capability of selecting
573.54	576.66	 the specific version of Python that you want to utilize in your system.
577.32	582.62	 So for example, if you want to use, you know that it works with 3.9.10 and with a specific
582.62	585.28	 package, you get both of them combined with Pyenv.
585.34	587.08	 So there's an explanation right after this slide.
587.18	589.32	 Download the PDF and you should get it.
590.14	590.58	 Okay?
592.06	594.46	 But the reason that this is very important.
595.48	596.14	 I want to emphasize this.
596.34	602.24	 Is this gives you the ability to set up specific versions of everything that you want to be
602.24	603.3	 able to run Ansible.
604.0400000000001	604.44	 Okay?
605.0	608.7	 Because once you figure it out and you have it working, you kind of want to say, look,
608.8	610.3	 I want to repeat this again and again.
610.74	615.04	 And now you have that kind of like version control of all the elements that are in there
615.04	616.12	 that you know is going to work.
616.64	617.04	 Okay?
618.26	618.8	 All right.
620.84	622.84	 So what are the best practices here?
623.5	624.98	 There's two ways to install Ansible.
624.98	630.76	 You can pip install Ansible on your system and install everything.
631.38	634.26	 It'll download Ansible and install all the modules.
634.44	635.86	 Everything will come through in one shot.
636.12	640.42	 Or you install core and you selectively then install the different collections.
640.98	644.78	 I recommend that part because it gives you the ability again to selectively know which
644.78	647.58	 versions of these collections you want to use.
647.88	648.4	 Okay?
648.5	649.8	 That you know are going to work.
650.06	652.54	 Instead of just telling Ansible, hey, bring everything down.
652.54	653.3	 Okay?
659.08	661.18	 So, raf, what are you talking about?
661.28	661.66	 What is collections?
662.64	663.4	 What is this?
663.86	665.58	 What is this thing that you're talking about?
665.72	665.78	 So.
666.1	669.66	 One question for you, and when you say install in a virtual environment, you're
669.66	676.32	 just talking about in a container or in a, you know, use a VM, a Linux VM?
677.22	678.02	 Very good question.
678.06	681.86	 This question is when I'm talking about installing a virtual environment, I'm talking about a
681.86	685.78	 a virtual machine, a container, or whatever it is.
685.96	687.78	 You can have it inside a container,
687.88	688.68	 you won't be, you don't have to.
688.96	691.88	 A virtual environment is a individual structure
691.88	693.76	 specific to a directory.
694.38	695.88	 You can specify it that way.
696.18	698.5	 So it's not a virtual, it could be a virtual machine
698.5	700.18	 and you can put it inside of that virtual machine,
700.28	701.32	 create a virtual environment,
702.7800000000001	706.14	 or you can have it be in your machine,
706.32	709.02	 your laptop, if you have a Linux box,
709.12	711.12	 you can set it up there, it doesn't matter.
711.12	713.1	 Usually in container land,
713.32	716.02	 we don't use them inside of the container.
716.88	719.26	 Inside of the container, we build the container
719.26	722.32	 with all the specifics that we need for it to run Ansible
723.5799999999999	725.14	 inside of the Docker file.
725.56	727.22	 And then that container becomes,
727.74	729.68	 in essence, a virtual environment.
730.74	732.56	 But you can have in your laptop, for example,
732.66	736.28	 hundreds of virtual environments, all available to you.
736.34	738.2	 You can have one that says, hey, Ansible 2.3,
738.24	740.5	 Ansible 2.3, whatever you want.
740.58	741.1	 You can put them on your laptop,
741.1	742.34	 you can put them all in, okay?
744.1800000000001	746.78	 All right, so what are collections?
748.52	751.72	 Collections are what Ansible created
752.52	755.08	 to deal with the situation of multi-vendors
755.86	758.1	 having their code embedded in Ansible.
758.26	759.98	 Before, it used to be like Ansible
759.98	761.46	 was on a schedule of releases,
762.26	765.1	 and Cisco and every vendor had to align to those releases.
765.54	768.08	 That, of course, doesn't work too well, right?
768.34	771.08	 Because if we wanted to release something tied to a release,
771.08	771.08	
771.1	771.78	 a release of ACI,
774.02	775.74	 I'm pretty sure Red Hat's not gonna be like,
775.84	777.1	 oh, wait for Cisco, no.
778.12	780.22	 So what they did is they created a modular system
780.22	782.42	 that allows us to install modules on our own terms,
782.62	784.54	 and every vendor now utilizes the system,
784.72	785.56	 which is fantastic,
785.86	787.84	 because now we have our own cadence
787.84	789.74	 and mechanism of release and cut.
791.1399999999999	795.02	 So I've included here two URLs in the bottom
795.02	798.6	 to show you guys those collection URLs and where they are.
798.98	801.08	 You can go see them, and each of the individuals,
801.08	803.5	 you can see the individual releases that are out there, okay?
806.54	808.7	 So here's another very important page.
808.82	809.74	 Save this one down.
810.14	813.04	 If I'm working with a customer entering stuff,
813.24	814.9	 this probably page is there all the time.
815.0	817.36	 I don't know if Thomas' feels like the same.
817.5	819.46	 You have this thing up and you're looking all the time.
819.58	821.88	 This is the list of the modules
821.88	824.7	 that are part of the collection, okay?
825.34	827.06	 This is the Bible.
828.02	829.32	 Everything is here.
829.32	831.3	 If you wanted to know how, let's say,
831.38	833.68	 a bridge domain is gonna be built in these thing,
833.8	836.58	 in the modules, you can go click on it.
836.64	838.04	 It gives you every parameter.
838.2	839.16	 It gives you examples.
839.4	840.08	 It gives you everything.
840.26	842.32	 So it's really good information right there.
845.14	849.1	 So these modules are used by tasks,
849.38	851.5	 and I'm gonna start using some of this terminology
852.34	855.86	 so you can start stacking this information in your head
855.86	858.56	 and start seeing how all these elements are going to connect
858.56	859.32	 to each other,
859.84	861.14	 because I think it's important
861.14	863.46	 to understand what everything does.
864.24	868.78	 But these modules, what they do is they specify
868.78	870.9	 an action or a task that's gonna be completed.
871.06	873.86	 So if we look at the one that we have here, right,
874.6999999999999	878.26	 we have one that's doing a bridge domain.
879.12	881.22	 So the module name is ACIBD,
881.9	884.08	 and it has a full namespace reference.
884.4	887.78	 And you can see in this where you have different parameters,
887.78	889.98	 like the VIRF, the bridge domain type,
890.76	893.92	 the name, ARP flooding, L2 and NUNUniCAT.
893.98	897.88	 So if you've done any ACI, these are standard things
897.88	899.42	 that you're very well aware of,
899.46	901.92	 and you have to define for every bridge domain
901.92	902.52	 that you put out.
905.54	908.22	 So the advantage, I mean, if you see this,
909.02	912.32	 do you feel that you need to know programming for this?
913.66	914.66	 What do you guys think?
915.28	916.5	 This is doable, right?
917.78	919.5	 We're not doing crazy things.
919.62	920.16	 Yeah, question.
920.34	923.36	 So can I fix it from a spreadsheet, a CSV?
923.74	924.3	 Yes.
924.34	924.82	 You can.
925.02	927.86	 There are modules that, excuse me, Raf,
928.04	931.86	 there's a specific module around read CSV
931.86	933.28	 that I not turn my mic back on.
935.0200000000001	937.16	 It's, I don't know if he's got,
937.28	939.26	 it's called read underscore CSV,
940.1	944.16	 and that will actually read in comma separated values
944.16	946.84	 from a CSV file if you so choose.
946.84	947.76	 So yes.
947.98	950.82	 So a lot of the modules that Raf is talking about here
950.82	952.94	 with ACI, and there are a ton of them,
953.4399999999999	955.7	 you're not just limited to just these.
955.94	958.24	 You can leverage things like read CSV,
958.46	960.06	 so you can read in those values
960.62	963.22	 to maybe replace some of the configuration there.
963.48	965.54	 And the beautiful thing, and he'll talk about variables,
965.62	968.62	 is you can really start to not only make your playbooks
969.18	972.22	 repeatable, but really start to scale up your configurations.
972.8	973.28	 Yes.
974.3	974.78	 Yeah.
974.9	976.7	 So you can tell an answerable to read the CSV,
976.8	976.82	 but you can't just say, oh, I'm not going to read this.
976.82	978.56	 I'm going to read the CSV instead of have to write this
979.74	980.14	 scripted.
980.14	981.96	 It's not our code.
982.72	985.32	 There's a module to read CSV that you just tell the module,
985.44	987.5	 like, hey, read this CSV, and it's going to read it,
987.54	989.18	 and it's going to place everything where it belongs.
990.4200000000001	990.82	 Yes.
991.06	991.66	 Sorry, question.
991.94	993.36	 What would you use for an editor?
994.36	995.28	 We're going to get to that.
996.84	998.3	 I'm loving you guys, by the way.
998.34	999.52	 We presented this session in Europe,
999.56	1000.3	 and we had no questions.
1000.78	1002.2	 Yeah, you guys are awesome.
1003.22	1003.8	 All right.
1005.22	1006.74	 So I wanted to show this.
1006.82	1008.42	 Again, I just want to show this so you guys can see.
1008.52	1009.2	 This is simple.
1009.32	1009.88	 This is not hard.
1009.94	1011.3	 It's not a mountain to climb here.
1011.42	1013.02	 It's a fairly easy process.
1013.86	1014.38	 All right.
1014.46	1016.94	 So let's talk a little bit about concepts and answerables.
1016.96	1019.16	 So first one that I want to talk to you guys is
1020.0199999999999	1021.42	 specifically around the directory structure.
1022.72	1024.02	 I've been burned by this.
1025.22	1026.2	 Start in the right way.
1027.74	1030.58	 Take this slide, look at it, and say, this is the way to go.
1030.64	1033.06	 Just start there, even if you're not totally comfortable
1033.06	1034.86	 with it, but it's a great place to start.
1035.6	1036.98	 And it'll let you grow.
1037.38	1038.68	 Because one of the things that happens
1038.68	1040.68	 if you end up with a bunch of playbooks
1040.68	1042.36	 and one directory and things connected,
1042.46	1043.58	 it will get out of hand fast.
1044.16	1047.56	 And then it's hard for you to manage growth in Fabrics.
1048.12	1049.92	 And I can tell you, for example,
1050.16	1052.12	 like one of the last customers that I worked with,
1052.18	1055.86	 we ended up with, so like 25,000 lines of YAML.
1057.48	1057.9	 Okay?
1059.2399999999998	1060.86	 Remember, this is ACI.
1060.96	1064.36	 You can get an L3 out with BGP and have, you know,
1064.86	1067.54	 100 BGP peers there and suddenly, you know,
1067.58	1069.1	 this configuration could get gnarly.
1069.74	1069.82	 Okay?
1070.5	1071.22	 All right.
1071.6	1073.6	 So what do we use?
1074.8000000000002	1075.92	 Answer to your question.
1076.8200000000002	1078.6	 You're not going to use Word.
1080.12	1080.18	 No?
1081.3000000000002	1081.9	 No?
1081.96	1082.72	 Get that out.
1083.86	1084.08	 All right?
1084.6999999999998	1087.62	 You need to utilize an editor for programmers.
1088.02	1091.3	 You need something that's going to give you the ability
1091.3	1094.08	 to help you in doing this.
1094.86	1097.3	 A good YAML and YAML linter.
1097.4	1100.38	 So linters are a way for an ID to tell you,
1100.42	1101.52	 hey, you're doing something wrong.
1102.26	1102.66	 Okay?
1103.24	1105.36	 We'll actually guide you along the way and say,
1105.48	1106.94	 hey, this is incorrectly configured
1106.94	1108.16	 or there's something wrong.
1108.24	1109.48	 You didn't indent this correctly.
1109.64	1110.72	 I don't understand what you're doing.
1111.12	1111.52	 Okay?
1112.34	1113.12	 Really valuable.
1113.24	1114.14	 So I list a couple here.
1114.28	1115.92	 This is not an exclusive list.
1116.02	1117.5	 This is what we could fit inside of the deck.
1118.04	1120.1	 Very common one right now is VS Code.
1121.4	1122.04	 It's free.
1122.12	1122.76	 It's open source.
1122.88	1123.96	 You can download it and run it on your laptop.
1123.96	1124.52	 It's fantastic.
1124.8	1125.82	 I use it all the time.
1127.24	1131.08	 Other ones like ATOM, PyCharm has a community version
1131.08	1135.1	 and also has a for pay version.
1135.26	1137.96	 It has PyCharm, I will say from a perspective of Python,
1138.08	1139.24	 is insanely powerful.
1140.08	1143.1	 And then you have Eclipse and no plus plus even does it,
1143.16	1143.7	 but limited.
1144.18	1144.62	 Okay?
1145.26	1146.56	 These are some of the tools you use.
1146.7	1149.7	 Personally, VS Code and Atom is a great place to start.
1150.54	1151.12	 All right.
1151.18	1152.64	 So what is an answerable role?
1153.96	1156.82	 And this is starting now getting into the new way
1156.82	1158.18	 of Ansible doing things,
1158.36	1162.42	 but a role is a way for you to establish a collection
1162.42	1164.02	 of tasks that are going to complete a task,
1164.12	1165.28	 something that you want to do.
1165.58	1168.78	 So let's say you want to define an L3 out.
1169.98	1172.42	 Anybody here configured L3 outs in ACI?
1175.04	1176.54	 How much steps is that?
1178.56	1179.56	 Quite a few, right?
1179.96	1183.94	 So what you can do is you can actually bundle everything inside of one.
1183.94	1183.94	
1183.94	1183.94	
1185.1599999999999	1189.54	 Roll and say the role is to make an L3 out
1189.54	1191.16	 and then it will have the capacity.
1191.28	1193.8	 You pass the information into it and it's able to do it.
1194.26	1196.06	 Or you can make it as simple as,
1196.12	1198.9	 hey, I want to have a role that's make a VLAN pool.
1200.18	1203.02	 So it's up to you guys to define how you want it
1203.02	1203.9	 to be structured.
1204.48	1205.4	 Does that make sense?
1206.98	1207.42	 Okay.
1208.62	1213.6	 Then we move into Playbooks and I'm pretty sure
1213.6	1217.82	 everybody's heard Playbooks mentioned somewhere in this industry.
1218.08	1220.26	 I got a Playbook for this, I got a Playbook for that.
1220.44	1221.86	 You know, Playbook, Playbooks, Playbook, Playbooks.
1222.06	1224.62	 But at the end of the way that I want you guys to understand,
1224.78	1228.88	 Playbooks is a way where you're going to start connecting things.
1229.78	1232.82	 You're going to connect roles to inventories, to variables.
1233.14	1236.96	 It's kind of like the central place for you to establish
1236.96	1238.9	 what is it that you want to do.
1240.18	1243.4	 But if you create them correctly, then suddenly,
1243.4	1246.74	 you have the ability to do a lot of reuse.
1247.78	1248.82	 And this is key.
1249.02	1250.92	 And I'm going to show you guys a little bit about this.
1251.86	1252.4	 All right.
1252.9999999999998	1253.8	 Ansel Inventory.
1254.28	1255.86	 Who are you going to do it to?
1256.74	1258.48	 Probably this is a little bit different
1258.48	1261.04	 than what you guys were expecting to see, correct?
1263.12	1263.52	 Huh?
1264.38	1265.84	 Is everybody here that done read
1269.4999999999998	1271.16	 inventory files with INI?
1273.0400000000002	1273.4	 Yes?
1273.8600000000001	1274.22	 Yeah?
1274.8400000000001	1276.7	 The typical way that I've seen everybody do it
1276.7	1277.76	 is with the INI format.
1277.92	1280.96	 But a better way to do it is with the YAML format.
1281.04	1283.22	 And this here is saying, in this case,
1283.24	1285.36	 you're going to see this a lot, is East Fabric.
1286.1200000000001	1288.16	 And then it's going to be like the variables that are there,
1288.24	1290.5	 which is admin, username, and password, and then the host.
1290.6	1292.0	 And this is the Fabric IP.
1293.3600000000001	1295.94	 I'm showing you this for simplicity so you understand.
1297.1000000000001	1301.14	 But please never put your username and password inside of your code.
1301.14	1301.14	
1301.14	1301.14	
1301.14	1301.14	
1301.14	1301.14	
1302.28	1303.16	 All right?
1303.82	1305.48	 Just please don't.
1306.16	1310.66	 Because if you go into Git land and you do a commit
1310.66	1312.3	 with that username and that password,
1312.52	1314.08	 you're going to spend the next five hours
1314.08	1316.1	 with somebody that knows Git really, really well
1316.1	1318.78	 trying to get it out of the, expunge it from the repository.
1319.44	1319.88	 Okay?
1320.7	1324.52	 The best way to do it is to utilize environment variables.
1325.8	1326.98	 And then they'll just be,
1327.1	1328.72	 that information will just exist
1328.72	1329.8	 as an environment variable there.
1329.8	1333.18	 The better, better, better, better way is to use Vaults.
1333.36	1335.28	 But beyond the scope of this.
1336.26	1336.92	 All right.
1338.8600000000001	1342.0	 Another huge part of Ansible is going to be Jinja.
1342.26	1345.66	 The Jinja template system is the one that actually is used
1345.66	1349.92	 to fill in variables inside of things.
1350.02	1351.1	 It's a templating system.
1351.96	1354.52	 So I know if you've worked with things before
1354.52	1357.24	 in programmability, templates are used to substitute.
1357.62	1359.78	 It's an easy way to print code, put a data in there,
1359.78	1359.78	
1359.78	1360.46	 get a structure through it.
1360.52	1361.82	 At the end, you have something.
1362.18	1362.46	 Okay?
1364.34	1366.84	 Now, we use this extensively in Ansible.
1366.96	1368.38	 And what I wanted for you guys to see is
1369.02	1373.8	 if I defined this name here, username, and value is John,
1374.4199999999998	1376.4	 and then I come down here and say username,
1376.5	1378.86	 and I say, hey, this is going to be username.
1379.5	1381.02	 In the end, when it runs,
1381.1	1384.36	 it's going to substitute this section here with John.
1385.26	1385.66	 Okay?
1388.16	1388.7	 All right.
1389.78	1390.36	 So we're doing it all together.
1391.62	1395.32	 First thing is we take, as I mentioned earlier,
1395.4	1399.32	 we had the East fabric defined inside of the playbook.
1399.46	1401.52	 And what it's done is gone read the inventory
1401.52	1404.6	 to see, get the username, the password for it there.
1405.22	1407.46	 The next part is going to be to say, hey,
1407.56	1411.48	 we got a role that we're going to do access policy VLANs,
1412.16	1414.1	 and it's going to go find it and say, hey,
1414.18	1417.64	 that is the task that's involved in access policy VLANs.
1418.02	1419.76	 And then it starts connecting the data.
1419.76	1421.06	 It's going to be in the dots, right?
1422.18	1424.68	 You'll see that it has now username password,
1424.82	1425.74	 the inventory host name,
1425.8	1427.12	 which is matches from the other side.
1427.24	1428.78	 And it's just connecting everything together.
1434.2	1436.38	 So once that's done, execution.
1437.62	1440.38	 And here you'll see what it looks like.
1440.44	1443.22	 We're invoking the Ansible playbook.
1443.34	1446.2	 We ask the inventory file to be the East fabric.
1446.46	1448.94	 We run it and boom, off it goes.
1448.94	1452.4	 And Ansible says right here that it made the change.
1452.74	1453.14	 OK?
1457.42	1458.32	 Any questions?
1461.24	1465.76	 So let's go into the details that are related to ACI.
1466.46	1468.9	 So first things first on this list,
1469.6200000000001	1471.4	 you will see something that says gather facts,
1471.64	1472.68	 and it's set to false.
1473.28	1473.84	 OK?
1474.28	1475.76	 And connection is local.
1475.9	1476.54	 Why is that?
1477.18	1478.92	 This is a very important thing to understand.
1478.92	1481.66	 When Ansible runs against a Linux box,
1482.9599999999998	1485.18	 Ansible transports itself into the box.
1486.36	1488.38	 So to know what it's connecting to
1488.38	1490.58	 and know what it's going to do, it gathers facts.
1491.12	1493.02	 Like it goes there and looks around and says,
1493.16	1494.08	 oh, this is all the details.
1494.26	1495.94	 And then it knows what it needs to do
1495.94	1498.1	 to work with that particular version of Linux.
1498.98	1500.84	 But for ACI, we won't do that, right?
1500.96	1502.64	 In ACI, we're not going to connect to the box
1502.64	1503.3	 and do all these things.
1503.34	1504.98	 For ACI, what we're going to do is we're going to interact
1504.98	1507.26	 with ACI's REST interface.
1507.88	1508.9	 So the connection is going to be, OK, we're going to connect to the box.
1508.9	1508.9	
1508.9	1510.34	 The connection is we will never gather facts,
1510.8200000000002	1512.02	 and the connection is local.
1512.2	1513.28	 So if you run it from your laptop,
1513.48	1518.62	 that laptop is actually connecting to the ACI fabric
1518.62	1519.08	 directly.
1519.66	1520.36	 Does this make sense?
1522.3600000000001	1522.72	 OK.
1523.48	1526.06	 And then outside of that, I've included some here for you guys
1526.06	1529.06	 for references, in or errors, falses.
1529.22	1530.42	 And these are just ways for you to,
1530.44	1531.88	 if you want to see the playbooks end,
1532.04	1534.22	 if there's a problem or if you're just like,
1534.32	1535.1	 I'm just testing.
1535.18	1536.68	 I just want it to keep going, right?
1536.82	1537.18	 Whatever.
1537.96	1538.8	 And then the role.
1539.4199999999998	1539.86	 OK?
1542.6799999999998	1550.58	 So those tasks that are in those roles are going to contain,
1551.24	1553.66	 as we showed earlier, let's just follow this example.
1553.88	1555.26	 So ACI VLAN pool.
1555.44	1557.78	 That is going to be the module that we're going to use.
1557.96	1560.76	 So we're going to make a task that's called Create Engineering
1560.76	1561.44	 VLAN Pool.
1561.76	1564.8	 And then here we have, hey, the username, the password,
1564.98	1565.48	 all that stuff.
1565.82	1568.58	 And then we say, hey, the pool is going to be called,
1568.58	1569.48	 and it's VLAN pool.
1570.14	1570.62	 OK?
1571.22	1575.26	 And then pool allocation mode is going to be defined as static.
1575.44	1579.2	 You all know this part from, easy part from ACI.
1579.56	1580.6	 And then the description.
1581.34	1584.4	 Then we need to specify the state.
1585.26	1588.14	 Here we're going to say it's present, meaning that we want
1588.14	1588.38	 it.
1588.56	1591.5	 If we were to delete it, we would say absent.
1592.6	1593.08	 OK?
1593.92	1595.6	 And that's kind of very important decisions
1595.6	1597.82	 that you're going to start seeing with between Terraform,
1599.4999999999998	1600.3	 and Ansible.
1600.46	1600.84	 OK?
1601.2	1603.56	 The other part here that's important is validate certs
1603.56	1605.04	 as no, use SSL as no.
1605.14	1606.1	 That is just depending.
1606.3	1610.08	 If your Fabric has valid certs, woo-hoo.
